"id","title","jurisdiction","organization"
"d1fcb44f-5f86-4957-bdb4-e6fd1aa69283","River Ice State in Canada - Cartographic Product Collection","federal","Natural Resources Canada | Ressources naturelles Canada"
"f3616527-0c5d-4b01-baad-5aef0e3e86c8","River Otter - Kouchibouguac","federal","Parks Canada | Parcs Canada"
"2559aac3-fd5a-4d6d-bcf5-8cf6b9629e2f","Rocky Mountain Ridged Mussel Density Survey Data","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"a7dcb3a3-7519-497a-8d38-ef2376298f4f","Shoreline mapping vector data in regions along Canada's east, west and north coasts, based on low-altitude helicopter videography in support of environmental emergency preparedness efforts","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"1fb7d8d4-7713-4ec6-b957-4a882a84fed3","Single year data tables by facility – releases, transfers and disposals","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"29df4910-c400-41c9-9f09-262f1d7b8525","Surface Water Quantity and Sediment Transport","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"841c62e9-aa82-4e39-8e49-5dc32340e1dc","Surface Water Quantity, Oil Sands Region","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"da831a70-8893-11e0-b52a-6cf049291510","Threats to Ecosystems - Sewage Treatment","federal","Natural Resources Canada | Ressources naturelles Canada"
"3ff400f3-63cd-446d-8405-842383377fb8","Outdoor drinking fountains","municipal","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"4bbda8ce-2e53-427c-b7c2-1796e3ab38a2","Public bank","municipal","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"353b6c56-7330-4713-91dd-2234945a46ce","Sewer manholes","municipal","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"c65f6491-50f4-4d60-a6da-7152e6e89a8f","72 - Historical Resource Base Series","provincial","Government of Alberta | Gouvernement de l'Alberta"
"f9933b43-aca8-499b-a2cb-3712feb44f05","73 - Historical Resource Base Series","provincial","Government of Alberta | Gouvernement de l'Alberta"
"8dccaf87-401c-426b-a3f3-df107576f6ee","74 - Historical Resource Base Series","provincial","Government of Alberta | Gouvernement de l'Alberta"
"30934652-a0e9-4856-bdbc-a8d1c408d2e7","82 - Historical Resource Base Series","provincial","Government of Alberta | Gouvernement de l'Alberta"
"1a2e217b-3a10-46a7-a442-9bdf82d855ab","83 - Historical Resource Base Series","provincial","Government of Alberta | Gouvernement de l'Alberta"
"b6747370-8c13-449e-b130-335b258ac807","84 - Historical Resource Base Series","provincial","Government of Alberta | Gouvernement de l'Alberta"
"24de7b9c-30f0-4f56-bf47-cb5c62e369a2","Alberta Land Inventory (ALI) and Canada Land Inventory (CLI) Landform","provincial","Government of Alberta | Gouvernement de l'Alberta"
"c9c8788b-71c5-4d68-9038-14e2c18f6a05","Aquatic resource area line segment","provincial","Government of Ontario | Gouvernement de l'Ontario"
"771c0d61-6ecc-4e9a-9e50-76200dc7041d","Aquatic resource area polygon segment","provincial","Government of Ontario | Gouvernement de l'Ontario"
"ff98425c-6074-4931-8ae4-e42f073f8101","Aquatic Resource Area Survey Point","provincial","Government of Ontario | Gouvernement de l'Ontario"
"ce80ff20-7b61-4b05-9085-65c6b4371d06","Arc hydro quaternary watershed sessions","provincial","Government of Ontario | Gouvernement de l'Ontario"
"fc452a70-daf1-4a16-b2b0-5e770cf10f7c","Base Hydrography Point Event","provincial","Government of Alberta | Gouvernement de l'Alberta"
"a6faf06f-349f-41ee-964e-9508e5ffd1f2","Benthic Invertebrate Neonicotinoid Monitoring Study","provincial","Government of Ontario | Gouvernement de l'Ontario"
"7ca6d449-3d69-462f-a04d-773fb2bca16b","Bumble Bee Diversity and Abundance Survey","provincial","Government of Ontario | Gouvernement de l'Ontario"
"806d3306-4445-47c4-a14c-3f602623e4e2","Drinking Water Neonicotinoid Monitoring Study","provincial","Government of Ontario | Gouvernement de l'Ontario"
"f4a8f715-894b-4b70-8244-7f5b4ca75876","Geographic Township Improved","provincial","Government of Ontario | Gouvernement de l'Ontario"
"adb57bd6-40bb-48b3-b7cc-ccadac7d4176","Infrastructure in a forest environment","provincial","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"bbe37d3f-690a-4973-a21c-9ba40aa59e61","International Boundary Waters Regulation","provincial","Government of Ontario | Gouvernement de l'Ontario"
"c45106e3-d9a6-48b9-a280-c772e77dfc7a","Lotic Riparian - Digital Elevation Model (DEM) Derived","provincial","Government of Alberta | Gouvernement de l'Alberta"
"6808e6ac-bc44-4f48-a2fb-3f773531a1e0","Lotic Riparian - Strahler Order Derived","provincial","Government of Alberta | Gouvernement de l'Alberta"
"2bd45567-15af-4b5d-9290-1a894bc63233","Ministry of Natural Resources and Forestry road segments","provincial","Government of Ontario | Gouvernement de l'Ontario"
"17bfc1bb-4849-4615-83a4-f7bd1dd21fd2","Ontario Hydro Network - Watercourses","provincial","Government of Ontario | Gouvernement de l'Ontario"
"3b559558-a05d-47c3-afe5-0eb1684c244b","Pesticide monitoring in surface waters","provincial","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"05e84bea-2401-4caf-9d8f-5240867fefd3","Pollen Monitoring Network Study","provincial","Government of Ontario | Gouvernement de l'Ontario"
"404f3b0c-a4a7-4e86-8cdc-ddfa233254a2","Potential flow beds from LiDAR","provincial","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"640ba2cf-e1e1-4618-84d6-874f0d657dd3","Potential wetlands","provincial","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"494234ca-de65-4497-a521-5931d1c4de53","Quebec Hydrological Reference Framework (CRHQ)","provincial","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"10b1b187-1ef5-421f-8aa2-f716379fdb99","Range Tenure","provincial","Government of British Columbia | Gouvernment de la Colombie-Britannique"
"dbb4b96d-62a9-4fb3-a62b-0b27a6b8ce5d","Riparian ecotone from LiDAR","provincial","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"568a0ee1-84e9-46ad-bd41-f57817ac6f5d","Soil Neonicotinoid Monitoring Study","provincial","Government of Ontario | Gouvernement de l'Ontario"
"88310cf2-decc-4121-9e4b-a6c9b6b9cfba","Spot Height","provincial","Government of Ontario | Gouvernement de l'Ontario"
"df99bb67-317c-435b-8f9a-50de5fa9729a","Spring 2019 flood mapping","provincial","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"522899b3-bce2-4244-935a-c2da2029c79a","Standardized Precipitation Index","provincial","Government of Ontario | Gouvernement de l'Ontario"
"21de427d-427e-4aa1-b876-05720c0d45dc","Stream Neonicotinoid Monitoring Study","provincial","Government of Ontario | Gouvernement de l'Ontario"
"c979c259-3553-4473-816a-ef14a36c5a05","Topographic humidity index from LiDAR","provincial","Government and Municipalities of Québec | Gouvernement et municipalités du Québec"
"f8e9fedb-a014-402a-ae16-679fa2c4f92a","Utility Line","provincial","Government of Ontario | Gouvernement de l'Ontario"
"1a8f50a8-2b7e-4da0-bc89-8f3ce030254f","Utility Site","provincial","Government of Ontario | Gouvernement de l'Ontario"
"294eaa02-cde2-4beb-ab3d-3ec7da75786d","Whirling Disease (AIS) Decontamination Zones","provincial","Government of Alberta | Gouvernement de l'Alberta"
"05d515f6-435a-64b1-2f64-3d7a1e5b247d","Yukon Environmental Monitoring Information","provincial","Government of Yukon | Gouvernement du Yukon"
