"id","title","jurisdiction","organization"
"b95efbd9-e295-474d-902c-1a216151a9a4","2020-engagement-paper-space-based-earth-observation","federal","Canadian Space Agency | Agence spatiale canadienne"
"8c08d0b5-f640-489f-a111-c44fa3f9c678","2021 Report to Parliament on the Indian Oil and Gas Act, RSC 1985, c I-7","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"b527c0cb-4918-4a11-804e-11902f79d370","2021 Reports of the Auditor General of Canada—Report 11—Health Resources for Indigenous Communities—Indigenous Services Canada","federal","Office of the Auditor General of Canada | Bureau du vérificateur général du Canada"
"25119e3e-1584-4bf7-bcf8-7a2330d81e83","2021 Reports of the Auditor General of Canada—Report 3—Access to Safe Drinking Water in First Nations Communities—Indigenous Services Canada","federal","Office of the Auditor General of Canada | Bureau du vérificateur général du Canada"
"7dceba07-3098-4ff1-9f61-fc1156131202","2022 Reports of the Auditor General of Canada—Report 4—Systemic Barriers—Correctional Service Canada","federal","Office of the Auditor General of Canada | Bureau du vérificateur général du Canada"
"0beb6879-aea2-4428-8d79-0e5adcb944b5","A Pathfinding Country - Canada’s Road Map to End Violence Against Children","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"0247b9e1-63f0-459d-b49a-439b3470310b","A Review of the Measures to Address Prostitution Initiative (MAPI)","federal","Department of Justice Canada | Ministère de la Justice Canada"
"e4f3870f-8893-11e0-a56a-6cf049291510","Aboriginal Languages by Community, 1996","federal","Natural Resources Canada | Ressources naturelles Canada"
"9cf6cd5e-215a-441c-ac2f-e4e85ea0e72c","Aboriginal peoples survey, harvesting activities by Aboriginal identity, age group and sex, population aged 15 years and over, Canada, provinces and territories","federal","Statistics Canada | Statistique Canada"
"32964e71-a7ac-47d8-b961-158afbdbd5c4","Aboriginal peoples survey, harvesting activities by age group and sex, Inuit population aged 15 years and over, Canada and Inuit Nunangat","federal","Statistics Canada | Statistique Canada"
"3f86826b-2d74-4464-b6c5-67e30401cd76","Aboriginal peoples survey, making handcrafted goods by Aboriginal identity, age group and sex, population aged 15 years and over, Canada, provinces and territories","federal","Statistics Canada | Statistique Canada"
"8e385cdb-9115-410b-9de6-1b622e9f3ea1","Aboriginal peoples survey, making handcrafted goods by age group and sex, Inuit population aged 15 years and over, Canada and Inuit Nunangat","federal","Statistics Canada | Statistique Canada"
"b3ba4aeb-bb49-4a4b-955b-6891c57662e5","Aboriginal peoples survey, reasons for harvesting, by Aboriginal identity, age group and sex, population aged 15 years and over, Canada, provinces and territories","federal","Statistics Canada | Statistique Canada"
"640675b8-1a72-4d60-9cb3-034454c8270a","Aboriginal peoples survey, reasons for harvesting, by age group and sex, Inuit population aged 15 years and over, Canada and Inuit Nunangat","federal","Statistics Canada | Statistique Canada"
"7e9725b6-fa51-4c6f-8fcd-d550babede1e","Aboriginal peoples survey, reasons for making handcrafted goods, by Aboriginal identity, age group and sex, population aged 15 years and over, Canada, provinces and territories","federal","Statistics Canada | Statistique Canada"
"4224c8c3-01d5-4289-b063-a7bdbba6c19e","Aboriginal peoples survey, reasons for making handcrafted goods, by age group and sex, Inuit population aged 15 years and over, Canada and Inuit Nunangat","federal","Statistics Canada | Statistique Canada"
"3ca85ab5-9e87-50e7-8add-9d294e67a208","Aboriginal Population","federal","Natural Resources Canada | Ressources naturelles Canada"
"dba0006c-2b90-4ecd-848d-638480002212","Aboriginal population as a proportion of total population, Canada, provinces, territories and health regions, 1996","federal","Statistics Canada | Statistique Canada"
"1ff0e4d5-f764-4bae-aba2-34b1bf2d42c2","Access to and use of health care services by Aboriginal identity","federal","Statistics Canada | Statistique Canada"
"d91940e5-7ddf-4e5f-ba5e-3e71264b4c50","Access to and use of health care services by Aboriginal identity, age group and sex","federal","Statistics Canada | Statistique Canada"
"c63e8956-bd01-498b-875e-25fcfa544ee9","Access to and use of health care services, Inuit population, by Inuit region of residence","federal","Statistics Canada | Statistique Canada"
"af41edfa-19d6-4fb4-987d-dac600bfc1dd","Access to Information Act: Annual Report to Parliament 2019-2020","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"eb19fb82-4070-441a-afb2-17ac246c42d3","Achieving a Sustainable Future: Crown-Indigenous Relations and Northern Affairs Canada's Departmental Sustainable Development Strategy 2020-2023","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"c0185aa8-7978-4126-89db-2d4382a88f03","Acute and chronic toxicity of neonicotinoid and butenolide insecticides to the freshwater amphipod, Hyalella azteca","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"934b06e5-1bee-41b6-b208-97f8a738ff79","Adult admissions to community services by Indigenous identity","federal","Statistics Canada | Statistique Canada"
"ae72412e-8991-43f4-8f10-6e8682ecd78a","Adult custody admissions to correctional services by Indigenous identity","federal","Statistics Canada | Statistique Canada"
"f9c132bc-4573-4bfd-bab5-3d242740bfea","Advertising Media expenditures associated with agency responsible for media  planning and buying, the Agency of Record (AOR), for the Government of Canada","federal","Public Services and Procurement Canada | Services publics et Approvisionnement Canada"
"7f396526-e579-4a72-aed2-1f20f5e10cbe","Alpine Non - Native Vegetation - Yoho ","federal","Parks Canada | Parcs Canada"
"5d386f70-d3db-4668-9537-52f8cae9e1db","Alpine Non - Native Vegetation Kootenay ","federal","Parks Canada | Parcs Canada"
"ce4406d4-82e5-4f41-9229-8b6533ac2e2a","Annual (2021) Statutory Report ","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"3bee8be4-6eb9-43b5-953c-6a208f250d0d","Annual progress report on the implementation of the United Nations Declaration on the Rights of Indigenous Peoples Act","federal","Department of Justice Canada | Ministère de la Justice Canada"
"d6aa264c-911b-4599-afa0-20b003ea98b3","Annual report : Northern Oil and Gas.","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"7e6c2c1c-10c3-4189-a65c-1d87fc4948f7","Annual Report to Parliament 2020","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"59282e5e-ec8c-4104-b739-3f41c4744a50","Annual report to Parliament 2020-2021: Access to Information Act","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"93ef479a-7803-4018-b056-0dfd47d79332","Annual report to Parliament 2020-2021: Privacy Act","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"8981b8c4-622d-4bd4-b6c2-47cd53bd86f3","Audit of Employment Equity Representation in Recruitment","federal","Public Service Commission of Canada | Commission de la fonction publique du Canada"
"0b2ffcdd-507e-4176-ba62-80d942e24070","Average hourly and weekly wages and average usual weekly hours by Indigenous group","federal","Statistics Canada | Statistique Canada"
"aeec5279-28b2-48f6-afa4-8c079cbe2873","BC Treaty Commission Annual Report 2020","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"53fadd08-c4a0-4f3b-ba2c-eb544e78d230","Briefing package - Appearance of the Auditor General of Canada before the Standing Committee on Public Accounts on Follow-up hearing on 2021 Report 3  — Access to Safe Drinking Water in First Nations Communities – 14 June 2022 ","federal","Office of the Auditor General of Canada | Bureau du vérificateur général du Canada"
"a336e3e0-3b41-4989-9aa5-e76d09c01407","Briefing package - Appearance of the Auditor General of Canada before the Standing Committee on Public Accounts on Report 3—Access to Safe Drinking Water in First Nations Communities—Indigenous Services Canada, of the 2021 Reports of the Auditor General of Canada –  29 April 2021 ","federal","Office of the Auditor General of Canada | Bureau du vérificateur général du Canada"
"f3c8db2a-d2c0-4fd3-ac9d-71a72c3aa125","Briefing package - Appearance of the Deputy Auditor General of Canada before the Standing Committee on Public Accounts on Report 11—Health Resources for Indigenous Communities, of the 2021 Reports of the Auditor General of Canada –  3 March 2022 ","federal","Office of the Auditor General of Canada | Bureau du vérificateur général du Canada"
"2b71c880-cab1-4cd9-9f2a-5e8405167d05","Briefing package - Appearance of the Deputy Auditor General of Canada before the Standing Committee on Public Accounts on Report 12—Protecting Canada’s Food System, of the 2021 Reports of the Auditor General of Canada –  1 March 2022","federal","Office of the Auditor General of Canada | Bureau du vérificateur général du Canada"
"4a9544aa-6a85-457a-b6ec-fc1eae0afa1a","Briefing package for a Committee of the Whole on COVID-19 and for the Special Committee on the COVID-19 Pandemic - Minister of Crown-Indigenous Relations","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"3341f24b-4e18-4b6e-a8e7-b99d90834a48","Briefing package for a Committee of the Whole on COVID-19 and for the Special Committee on the COVID-19 Pandemic - Minister of Indigenous Services","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"604a8446-0512-40b1-b2e5-5252118afaa7","Briefing package for a Committee of the Whole on COVID-19 and for the Special Committee on the COVID-19 Pandemic - Minister of Northern Affairs","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"921dfa5c-891f-4e18-a29e-db7ff0883201","Briefing package for the Chief Electoral Officer’s appearance on Indigenous languages on ballots (2022-03)","federal","Elections Canada | Élections Canada"
"0812189f-b709-435c-8a14-3a345c7722cf","Canada Energy Regulator (formerly National Energy Board) Fees Report","federal","Canada Energy Regulator | La Régie de l’énergie du Canada"
"75949bff-8ec7-42c2-b313-a37830e6be1f","Canada's Court System ","federal","Department of Justice Canada | Ministère de la Justice Canada"
"c9771ee9-fcc1-42e7-ad5a-14caf684cb70","Canada’s COVID-19 Immunization Plan: Saving Lives and Livelihoods","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"8fd0f79b-2165-4206-aeda-d1477a97bfbe","Canadian Armed Forces Employment Equity (EE) Statistics","federal","National Defence | Défense nationale"
"090c2bbc-9b35-4981-8c5d-7be792e721f4","Canadian Community Health Survey (CCHS 1.1 and 2.1) off-reserve Aboriginal profile, by sex, Canada, provinces and territories","federal","Statistics Canada | Statistique Canada"
"09eccaa4-1e02-4294-88ed-ca4239cebd80","Canadian Community Health Survey (CCHS 3.1) off-reserve Aboriginal profile, by sex, Canada, provinces and territories","federal","Statistics Canada | Statistique Canada"
"70bdc6f3-95cf-4632-a126-0102bb21be73","CCDR: Volume 41-03, March 5, 2015: Public health issues in remote areas","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"c7c207dc-416d-4228-b7b3-b7c282001f40","CCDR: Volume 43-1, January 5, 2017: Enteric disease outbreaks","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"cc7e41f7-a7c9-4dcf-b610-9a4b5b7243bb","CCDR: Volume 43-6, June 1, 2017: Indigenous health","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"675b79b4-4e9e-4142-bf42-28574755c78a","CCDR: Volume 47-1 January 2021: Foodborne and Animal Contact Disease Outbreaks","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"750e6035-adf8-4426-966f-4c25b12a999e","Census Profile, 2021 Census of Population","federal","Statistics Canada | Statistique Canada"
"57ce0b4c-3e93-45c6-861d-518ff2e35e29","CER Engagement Performance Measure","federal","Canada Energy Regulator | La Régie de l’énergie du Canada"
"2364749d-70a0-4874-956d-a636401ac5a6","CGDI Analysis Ready Data Service Kits","federal","Natural Resources Canada | Ressources naturelles Canada"
"183d0ed3-9688-44ca-9af0-e0de94250937","Charter Statement - Bill C-15: An Act respecting the United Nations Declaration on the Rights of Indigenous Peoples ","federal","Department of Justice Canada | Ministère de la Justice Canada"
"abe8a6d2-ef8a-46f3-a28c-3b745ed09863","Coastal Environmental Baseline Program (Maritimes Region), Port of Saint John region conductivity, temperature and depth data","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"56578f58-a775-44ea-9cc5-9bf7c78410e6","Community Well-Being Index","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"976daac8-49bc-41ca-a3d0-3341dca53f0c","Complaint Resolution","federal","Canada Energy Regulator | La Régie de l’énergie du Canada"
"9ffa8c82-1184-45c7-96e5-b3d7c1bd5ff0","Consequences of having encountered difficulties in finding child care for children aged 0 to 5 years, by Indigenous identity","federal","Statistics Canada | Statistique Canada"
"ecaebecb-2529-463a-8d77-26c806f79617","Conservation Atlas of Woodlands in Agricultural Landscape","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"5f3f975f-4144-4d86-ae11-1098b4d55a57","Coronavirus (COVID-19) and Indigenous communities","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"13466df6-4cf4-49ac-a7b1-a3e5143720b5","Coronavirus disease (COVID-19): Measures to reduce COVID-19 in your community","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"15e37693-d0c8-4ef1-bd47-8c26749c3054","COVID-19 guidance for schools Kindergarten to Grade 12","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"8bef101a-0566-4484-bbea-f901bcad0d4c","COVID-19 resources for youth and students","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"4d73b440-4035-4b90-8ce5-b8525510baf2","COVID-19 resources for youth and students","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"2156d229-e201-4c9a-b831-8f3a16efb4b5","COVID-19: Resources for seniors and their caregivers","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"3a389738-dbc7-418b-af79-bcb05f61b576","Critical habitat of the St. Lawrence estuary population of Striped Bass","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"e218c8cb-5039-4706-b58f-d54c6c11a6fc","Cumulative Effects of Marine Shipping - Pilot areas","federal","Transport Canada | Transports Canada"
"41a48a22-86a7-4355-ac9e-7e47b8679c40","Cumulative number and percent of people in key populations who have received a COVID-19 vaccine in Canada, by number of doses and report week","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"333926fe-63fd-4169-92a2-1076fd78e004","Departmental Results Report 2019-20","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"f3924fe2-2022-4074-890f-89a21228953a","Departmental Results Report 2019-20","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"4b5b2a99-e662-40e3-9d90-07d421953f76","Departmental Sustainable Development Strategy Report: 2020 to 2021","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"b617695f-ca3a-4139-a8d2-1db9fdeda62e","Departmental Sustainable Development Strategy: 2020 to 2023","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"86090f79-ee73-46b3-a84e-ca4590386f90","Difficulty finding a child care arrangement for children aged 0 to 5 years, by Indigenous identity","federal","Statistics Canada | Statistique Canada"
"33c2259f-c9d4-484f-8666-d52ee995cc2a","Dinoflagellate Communities in the Ports of Churchill (MB), Deception Bay (QC), Iqaluit (NU) and Milne Inlet (NU)","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"5bb2342c-13a0-49e4-9039-ad0309d430ef","Disability status, disability severity class and labour force status by Aboriginal identity, age group and sex","federal","Statistics Canada | Statistique Canada"
"35f341a7-37ad-452a-996b-95a92cbbb8c2","Distribution of the population aged 25 to 64 (total and with Aboriginal identity), by highest certificate, diploma or degree and age group","federal","Statistics Canada | Statistique Canada"
"a6dab6eb-e9d6-4aae-b453-f5b02d42cbe2","Educational attainment and labour force status by Aboriginal Identity","federal","Statistics Canada | Statistique Canada"
"a83f0926-6e69-4fe5-bc69-ab3bb5da87bc","Educational attainment and labour force status by Inuit region of residence","federal","Statistics Canada | Statistique Canada"
"4221e8b8-c597-4ed4-b30e-8703a5a54418","Employment by geography, Indigenous group and industry","federal","Statistics Canada | Statistique Canada"
"4e2a7b2f-1a2a-4f72-9755-03c206d66e1e","Employment by Indigenous group and industry","federal","Statistics Canada | Statistique Canada"
"ed62effd-dae7-4b1f-a883-ff0d321a209d","Employment by Indigenous group and occupation","federal","Statistics Canada | Statistique Canada"
"2508a6f3-5ad8-4e20-b763-cb18a0a9ce90","Employment by Indigenous group and occupation, selected provinces and regions","federal","Statistics Canada | Statistique Canada"
"16f12254-53d0-44e7-8ec0-f597ce6c073e","Employment Equity Representation for Veterans Affairs Canada","federal","Veterans Affairs Canada | Anciens Combattants Canada"
"cae36204-48a1-4d2a-9ee1-005df947708c","Employment in the natural resources sector by demographic characteristic","federal","Statistics Canada | Statistique Canada"
"edc0fe3c-23a3-4ccf-929b-8a385b62f6c3","Employment in the non-profit sector by demographic characteristic","federal","Statistics Canada | Statistique Canada"
"fd557009-8cfa-4427-aeb4-933f144675a5","Engagement Activities - Application-specific public engagement and Non-application","federal","Canada Energy Regulator | La Régie de l’énergie du Canada"
"b96539fa-4179-492e-b96c-e5ea8ae24fca","Engagement in activities indicating sense of belonging, and sense of belonging and positive feelings, (First Nations/Métis/Inuit/Aboriginal) by Aboriginal identity, age group and sex","federal","Statistics Canada | Statistique Canada"
"1f740449-5d39-4dca-bc81-be18ae4de1d4","Estimates and projections of population aged 0 to 29 with Aboriginal identity, and proportion of persons with Aboriginal identity among the Canadian population, by age group, Canada, inactive","federal","Statistics Canada | Statistique Canada"
"0067b781-0601-4e55-b785-a7da01b7cc3c","Evaluation of the Indigenous Courtwork Program","federal","Department of Justice Canada | Ministère de la Justice Canada"
"b9faba87-b4e7-465e-9bc5-8c21223db5b3","Examining the implementation of Indigenous commercial fishing rights","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"90db5f64-b8d6-4965-ace8-40bfde636430","Federal/provincial/territorial public health response plan for ongoing management of COVID-19","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"6fb5ff87-ecdb-43e6-9f42-bd8c89c829de","Fees Report 2019 to 2020","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"db1300e4-106e-43ad-99ff-8e1125000e95","Fees Report 2020 to 2021","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"1bff6f29-6e70-47b2-a8ae-42682468ba5a","Fees Report 2020-21","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"5f6794b0-39d0-431b-8ebc-ed89917a36d6","Fees report for fiscal year 2018 to 2019","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"485686b2-9e1d-4d0d-9d99-0fb015638a50","Fees report for fiscal year 2018 to 2019","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"fe7c2177-c1fb-4ad7-93f7-0174578ad11a","Fees Report: 2019-20","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"f756ca8a-5a45-4bc3-b2c9-ca6612116d9b","First Annual (2020) Statutory Report Pursuant to Section 10 of the Department of Crown-Indigenous Relations and Northern Affairs Act, Statutes of Canada, Chapter 29, 2019","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"b6567c5c-8339-4055-99fa-63f92114d9e4","First Nations Location","federal","Indigenous Services Canada | Services aux Autochtones Canada"
"5bff6212-363d-4a83-89b0-b37ed0fa8859","Food security by Aboriginal Identity","federal","Statistics Canada | Statistique Canada"
"ec75ba8c-92ca-4290-8ffe-33c3df16b0cc","Food security, Inuit population, by Inuit region of residence","federal","Statistics Canada | Statistique Canada"
"3dab77d0-b16a-4cd9-b06a-1a2185d0499e","Forest Non-Native Vegetation - Banff","federal","Parks Canada | Parcs Canada"
"1ebaab9a-0484-4f9f-89bb-29637c18f792","Forest Non-Native Vegetation - Kootenay","federal","Parks Canada | Parcs Canada"
"5496f5b5-92c6-4b9a-9f9a-bb63c21c7a56","Forest Non-Native Vegetation - Yoho","federal","Parks Canada | Parcs Canada"
"95667e21-fe7e-477d-be2e-c4d2a56e673c","Frequency of fruit and vegetable consumption by Aboriginal identity, age group and sex","federal","Statistics Canada | Statistique Canada"
"ba2b9af0-cf0e-464e-b828-1da2536d4a5f","Frequency of Internet use by Aboriginal identity, age group and sex","federal","Statistics Canada | Statistique Canada"
"0de023f0-29af-4077-b41d-bbfe6c3e075c","Future outlook by gender and other selected sociodemographic characteristics","federal","Statistics Canada | Statistique Canada"
"fe945388-1dd9-4a4a-9a1e-5c552579a28c","Geolocated placenames in Canada","federal","Innovation, Science and Economic Development Canada | Innovation, Sciences et Développement économique Canada"
"20a3516f-0857-425a-860f-1fca60fef171","Global Affairs Canada’s Action Plan on Reconciliation with Indigenous Peoples – 2021-2025","federal","Global Affairs Canada | Affaires mondiales Canada"
"6bed41cd-9816-4912-a2b8-b0b224909396","Government of Canada’s Greenhouse Gas Emissions Inventory","federal","Treasury Board of Canada Secretariat | Secrétariat du Conseil du Trésor du Canada"
"cb65feb1-f8aa-4198-bd8c-00d2f7e4e11d","Gwich'in Comprehensive Land Claim Agreement","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"a687c9ab-92b0-4b97-b018-ac260eece34e","Harvesting activities by Aboriginal identity, age group and sex","federal","Statistics Canada | Statistique Canada"
"e48bc83c-3ca3-4520-a00c-7e7ef3be95c1","Having someone to count on by gender and other selected sociodemographic characteristics","federal","Statistics Canada | Statistique Canada"
"508d4de5-376f-463c-8ed7-a6dc0976f945","Headcount enrolments in public school Aboriginal language programs, inactive","federal","Statistics Canada | Statistique Canada"
"53a5c858-f584-4677-97c7-2f2547ba2679","Health indicator profile, by Aboriginal identity and sex, age-standardized rate, four year estimates","federal","Statistics Canada | Statistique Canada"
"9dfb2322-9f4f-4fe3-9351-61e12588852a","Health indicators, by Aboriginal identity, age-standardized rates, four-year period estimates","federal","Statistics Canada | Statistique Canada"
"32e56a24-5e54-48f2-984d-51742737c558","Health indicators, by Aboriginal identity, four-year period estimates","federal","Statistics Canada | Statistique Canada"
"90b7b0f4-72ea-4df7-9d05-f9a859ae1c23","Health Promotion and Chronic Disease Prevention in Canada, Vol 39, No 4, April 2019 ","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"9dab3489-1ff7-4668-9f9b-e75a3c713567","Health Promotion and Chronic Disease Prevention in Canada, Vol 39, No 6/7, June/July 2019","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"10bc3288-0090-41a5-8080-963cd2e18964","Health Promotion and Chronic Disease Prevention in Canada, Vol 41, No 6, June 2021","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"43ad7e38-2925-489a-914c-1cab025b6436","Help reduce the spread of COVID-19: Information for Indigenous communities ","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"f281b150-0645-48e4-9c30-01f55f93f78e","Historic treaties","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"a3daf488-a424-40b6-9e16-3c40c4d8c7c4","Importance of speaking and understanding an Aboriginal language by Aboriginal Identity","federal","Statistics Canada | Statistique Canada"
"28d0557f-22ae-4072-9675-af1833607d13","Importance of speaking and understanding an Aboriginal language by Inuit region of residence","federal","Statistics Canada | Statistique Canada"
"e94e3118-05f7-42a4-9c14-206477ee749f","Indigenous Advisory Committee Minutes (2019)","federal","Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada"
"e16b930a-b73b-4e10-b95a-bdd9815022e6","Indigenous Advisory Committee Minutes (2020)","federal","Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada"
"a6134c60-e3b2-473e-bf47-3009cc40edcc","Indigenous Advisory Committee Minutes (2021)","federal","Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada"
"d0ca2218-acbc-410c-a2b0-f64948dac534","Indigenous Advisory Committee Minutes (2021)","federal","Impact Assessment Agency of Canada | Agence d'évaluation d'impact du Canada"
"82cad281-ff7d-47b3-b2ce-9f794257e86d","Indigenous agreements","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
"f426088b-dde4-4502-9600-6bfa37556f8e","Indigenous Geographical Names","federal","Natural Resources Canada | Ressources naturelles Canada"
"52fddeb0-75ac-4e6b-ae42-3fecbe7c50c6","Indigenous Justice Program","federal","Department of Justice Canada | Ministère de la Justice Canada"
"488faf70-b50b-4749-ac1c-a1fd44e06f11","Indigenous Mining Agreements","federal","Natural Resources Canada | Ressources naturelles Canada"
"c6ce3d7f-7da7-4dd9-89cb-72cb2a30370f","Indigenous mother tongue, Indigenous language spoken most often at home and other Indigenous language(s) spoken regularly at home: Canada, provinces and territories","federal","Statistics Canada | Statistique Canada"
"1dc3cac2-f425-47b6-a027-f5c050967098","Indigenous over-representation in the criminal justice system","federal","Department of Justice Canada | Ministère de la Justice Canada"
"a6b20770-ffce-4e51-afd5-d731b2563607","Indigenous People in Criminal Court in Canada: An Exploration Using the Relative Rate Index","federal","Department of Justice Canada | Ministère de la Justice Canada"
"3d52693e-39d1-4e7f-b4fa-b72ccb605006","Indigenous Population of Canada (2016)","federal","Natural Resources Canada | Ressources naturelles Canada"
"2bcf34b5-4e9a-431b-9e43-1eace6c873bd","Inuit Communities Location","federal","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada"
