"id","title","jurisdiction","organization"
"dffec25e-8893-11e0-bf54-6cf049291510",NA,NA,NA
"df0da583-4b5d-5266-917a-9bde3c66b9cb",NA,NA,NA
"66766dab-edab-5b20-b571-2a0b70648166",NA,NA,NA
"43a2d87d-b657-5178-a781-7a29700e4fb6",NA,NA,NA
"779f9b2d-d010-4ddc-b3b3-57a9ac7631b2",NA,NA,NA
"3bee8be4-6eb9-43b5-953c-6a208f250d0d",NA,NA,NA
"7e6c2c1c-10c3-4189-a65c-1d87fc4948f7",NA,NA,NA
"890a5d8d-3dbb-4608-b6ce-3b6d4c3b7dce",NA,NA,NA
"82e66a83-ff76-4bce-95b1-c7355a147c52",NA,NA,NA
"ec8b841e-a3ff-496f-8f69-b98f6e91bf5f",NA,NA,NA
"7ed71bc4-e91d-4b04-ac2c-220294954cfb",NA,NA,NA
"d1016933-0eb6-4381-9eb5-317c5de052dd",NA,NA,NA
"813d237d-decc-5ea4-b5fa-2d7007ac6a41",NA,NA,NA
"d6e16c49-9994-442e-8a22-9c75d5a19616",NA,NA,NA
"d8a6c6fd-76cc-4d68-a949-c4d80eb2f296",NA,NA,NA
"fbad665e-8ac9-4635-9f84-e4fd53a6253c",NA,NA,NA
"150beb08-b9bd-4441-a36e-fc624cf31c95",NA,NA,NA
"53fadd08-c4a0-4f3b-ba2c-eb544e78d230","Briefing package - Appearance of the Auditor General of Canada before the Standing Committee on Public Accounts on Follow-up hearing on 2021 Report 3  — Access to Safe Drinking Water in First Nations Communities – 14 June 2022 ","federal","Office of the Auditor General of Canada | Bureau du vérificateur général du Canada"
"a336e3e0-3b41-4989-9aa5-e76d09c01407","Briefing package - Appearance of the Auditor General of Canada before the Standing Committee on Public Accounts on Report 3—Access to Safe Drinking Water in First Nations Communities—Indigenous Services Canada, of the 2021 Reports of the Auditor General of Canada –  29 April 2021 ","federal","Office of the Auditor General of Canada | Bureau du vérificateur général du Canada"
"0dbec0c8-851d-55a1-a2e0-af5db0fe69d8",NA,NA,NA
"877c0e6f-9a7a-5901-a429-e4b81bdc4de9",NA,NA,NA
"1ff29068-fae6-51a3-94b1-751f8c3bf516",NA,NA,NA
"06e57002-0e06-53d0-be90-639df73a0d39",NA,NA,NA
"610cd0b8-4791-5374-8245-a12a053bcd4a",NA,NA,NA
"fd8efb83-b73d-5442-ab60-7987c824f5fd",NA,NA,NA
"8c61df8d-219d-5a6c-98ca-41572467beb4",NA,NA,NA
"84850383-15f9-5658-bd37-fdc513ac3775",NA,NA,NA
"7edc2e2b-1aeb-5146-acba-63addf91acbb",NA,NA,NA
"f66e3bf7-96f0-4bf1-bec3-bf98cf486388",NA,NA,NA
"29025d0f-0baa-48a7-9d77-0e396d62abd3",NA,NA,NA
"b1f61b7e-4ba6-4244-bc79-c1174f2f92cd",NA,NA,NA
"ce99c2c9-c224-43eb-aef0-1f379b70c91d",NA,NA,NA
"31fec2c9-950e-4d0b-bccf-766069481613",NA,NA,NA
"1d102251-1ad2-4553-bfc3-7e59d4e93942",NA,NA,NA
"6433173f-bca8-44e6-be8e-3e8a19d3c299",NA,NA,NA
"2c82daab-f6d9-4b19-96b5-238249e09fb9",NA,NA,NA
"284ca045-a352-4e3d-96f8-e72d82f7a45c","Canadian Health and Safety Campaign: Testing of Creative Components","federal","Health Canada | Santé Canada"
"09f46d71-6feb-4f8f-8eb5-a58a58b06af5",NA,NA,NA
"d5360809-c9d7-4f1e-96ea-aab01d462b4f",NA,NA,NA
"ba8b7779-afaa-47b4-9a2c-60eb136c161d",NA,NA,NA
"d61f5050-32f8-437a-837e-136988dafd1a",NA,NA,NA
"cfcbba8c-35c9-4b1d-821c-26389a31351d",NA,NA,NA
"df33c9b0-4e23-45bb-a60d-3cbe9d30ecd5",NA,NA,NA
"2dab2fca-8f3f-4a0c-bb4d-a1a967267c9e",NA,NA,NA
"2381fe32-653c-431b-b520-a85b2396e377",NA,NA,NA
"6bb3311e-b2b8-453c-ae00-204487940e1e",NA,NA,NA
"12a643dd-0bd5-4ef8-b6b8-d6036bffcdd6",NA,NA,NA
"193f3b62-6cc3-4e25-af05-c0dddaa50bad","Canadian’s Understanding and Use of the Nutrition Facts Table: Baseline National Survey Results  ","federal","Health Canada | Santé Canada"
"ffb9f4b4-f50e-47c3-b12a-66529cbaff12","Canadian’s Understanding and Use of the Nutrition Facts Table: Survey Results","federal","Health Canada | Santé Canada"
"3eac6c30-4e06-4441-a84b-8019786ae69c","Canadians’ Attitudes toward the Health Care System","federal","Health Canada | Santé Canada"
"6e103cd0-6e49-4c06-8845-427a81297aad",NA,NA,NA
"9ec96f7a-c20d-455d-9405-a826edc6c4b7",NA,NA,NA
"cc7e41f7-a7c9-4dcf-b610-9a4b5b7243bb",NA,NA,NA
"2172d9f1-0bf5-464a-b4b2-30f409e3c873",NA,NA,NA
"a8df9b73-d835-4c5a-9536-bcb0e9d446e7",NA,NA,NA
"81cf339f-0cf8-4ed3-a1c3-682fc51ec087",NA,NA,NA
"2364749d-70a0-4874-956d-a636401ac5a6",NA,NA,NA
"16bb8aff-6285-4532-b067-4489221121d4",NA,NA,NA
"30b16106-4439-471f-8395-b37fde55f56d",NA,NA,NA
"76ad3bbc-67b7-4bb4-8ddc-c55f15f6c840","Children's Health and Safety: Baseline Survey","federal","Health Canada | Santé Canada"
"7db7b903-20df-4c1b-b51f-c1d6733637f1",NA,NA,NA
"9807f8eb-9069-436b-8cbb-4320a5fcc756",NA,NA,NA
"f553fba3-473f-497a-8a27-1374ed92eb2f",NA,NA,NA
"2c775dd3-afcc-58c5-8e4d-ae78732f4c27",NA,NA,NA
"37d4b456-3b23-4cd0-94c1-a77e6cef1c26",NA,NA,NA
"5f3f975f-4144-4d86-ae11-1098b4d55a57",NA,NA,NA
"5f963c2d-d4ed-5a79-8a31-c9c582ca5098",NA,NA,NA
"77cfcefd-2a24-4a1f-a90b-eb65e0cb8fb9",NA,NA,NA
"b5f90874-63e8-4064-99e0-e8cb27d30bac",NA,NA,NA
"4840d800-76df-4a74-9643-d8b219347bfe",NA,NA,NA
"1032fd39-6861-5068-ac45-5f1dd791812f",NA,NA,NA
"f3924fe2-2022-4074-890f-89a21228953a",NA,NA,NA
"7ed13bbe-fbac-417c-a942-ea2b3add1748",NA,NA,NA
"d2d6057f-d7c4-45d9-9fd9-0a58370577e0",NA,NA,NA
"b96539fa-4179-492e-b96c-e5ea8ae24fca",NA,NA,NA
"533c7590-3651-42c7-9e77-88759844528c",NA,NA,NA
"e4a488df-d578-476c-9d3d-ad781556448f","Evaluating the Children’s Health and Safety Marketing Campaign – ACET Survey  ","federal","Health Canada | Santé Canada"
"970e8958-2449-4abb-bc02-f78c6193d0fc","Evaluation of the Canadian Health and Safety Marketing Campaign – ACET Survey 2012","federal","Health Canada | Santé Canada"
"50e12dd4-5142-52bf-a557-5949987bcf80",NA,NA,NA
"eaf5753f-7ca1-5c6e-a4a6-ab5c5dacd1fc",NA,NA,NA
"607320a2-9075-55d9-b64f-7d36cdfc29c7",NA,NA,NA
"38cfc93a-e7bf-5c2f-9aa7-d56bebdef839",NA,NA,NA
"e493298a-9d5f-43ac-85ac-5e8c7b39700c",NA,NA,NA
"964f43c4-d342-57b9-abfd-1978e774c6d9",NA,NA,NA
"81cc47ac-e88d-4b7f-9318-8774a2d919e6",NA,NA,NA
"e10ac324-0148-43c8-8f91-a6205905abe0",NA,NA,NA
"68cc08cd-9e06-49e7-b811-51e035b17f07",NA,NA,NA
"3be12272-f03a-415e-9a15-15db2b17f35c",NA,NA,NA
"42c687d6-9d06-4e77-98a2-8eb6e60ee09f",NA,NA,NA
"c07820f6-dc6e-4d43-8434-e170daf5019f",NA,NA,NA
"79eabb9b-e141-4bbd-8de9-b01ffaf2d5ce",NA,NA,NA
"a78857e6-073f-404b-9b4e-67f360d4bedd",NA,NA,NA
"9e499b2d-ac7d-4bbf-aa2c-3425384168eb",NA,NA,NA
"73043a27-7906-5690-8e1e-1361ffd4e18a",NA,NA,NA
"6ca2937e-5cf8-5c26-aa6c-cceead2f64e4",NA,NA,NA
"b56c200d-cefa-4f9e-babf-c04f7102fc3d",NA,NA,NA
"dd7b5c5c-773a-5357-9cfa-47e2d6535012",NA,NA,NA
"ed0a83cc-93af-59cb-8cb0-fef78bfa2d86",NA,NA,NA
"1915942b-6677-5a8e-8a7a-4e9743b4c88c",NA,NA,NA
"52484678-72ed-430e-81a0-e72267abbc46",NA,NA,NA
"df7b4640-031e-4cbf-99dd-b91fc71d1728",NA,NA,NA
"67393512-584f-442b-ae9c-52be0f2aede1",NA,NA,NA
"67eca106-f928-5ae3-ad1a-f1365b4b27ed",NA,NA,NA
"d1b39de7-e525-4cfa-a605-af38bf174555",NA,NA,NA
"90b7b0f4-72ea-4df7-9d05-f9a859ae1c23",NA,NA,NA
"af50a6b1-c510-42a9-b297-de2036d61cc0",NA,NA,NA
"8787759e-964a-4be5-9b12-4fa856aec861",NA,NA,NA
"10bc3288-0090-41a5-8080-963cd2e18964",NA,NA,NA
"47a95c17-f92e-446b-8928-ccf14a39e117",NA,NA,NA
"7d8bd844-04f0-4b47-9864-857dff62215e",NA,NA,NA
"5a316fdc-3237-4ace-831e-67b4ca26a248",NA,NA,NA
"eaf92ab8-c744-4f8f-a280-6987d4f6005e",NA,NA,NA
"f281b150-0645-48e4-9c30-01f55f93f78e",NA,NA,NA
"70e51c18-7903-4c2f-ba18-7e844128d465",NA,NA,NA
"b3460be2-a3ae-4b23-acdb-c35298df66df",NA,NA,NA
"fa932c32-0101-4fcd-a977-9f6db84c899f",NA,NA,NA
"6814a986-c842-4367-93ac-db4e4b5ecbae",NA,NA,NA
"3c30d4cf-cc52-45ed-8084-240f8d0dba98",NA,NA,NA
"591ae7e8-49b2-4407-8161-14c70f4b466a",NA,NA,NA
"b232f49d-bab5-45f0-8c52-2a8c8c8bdf7a",NA,NA,NA
"98bb9996-1d46-4ca5-b54a-09daa1d351fe",NA,NA,NA
"ea871e07-1e9f-4e99-bc32-7f76448d3d86",NA,NA,NA
"95ebb522-35f9-4e10-bcdd-ab38b6c29c7d",NA,NA,NA
"85153cee-1277-4856-9c2b-ff30ebde913c",NA,NA,NA
"8aded717-e697-4c19-a960-fb2548f3adce",NA,NA,NA
"18db299e-6e32-4e90-b338-09c39941d19c",NA,NA,NA
"59a488b7-c304-53a8-9f2d-bae5c80e8d34",NA,NA,NA
"19487410-fc40-5067-b8d9-620e817d4438",NA,NA,NA
"bfd15851-e5e8-48a2-a1f1-75dbd6821fe6",NA,NA,NA
"0d5f7e23-76e2-55de-9bca-dae51d312bb0",NA,NA,NA
"e94e3118-05f7-42a4-9c14-206477ee749f",NA,NA,NA
"e16b930a-b73b-4e10-b95a-bdd9815022e6",NA,NA,NA
"a6134c60-e3b2-473e-bf47-3009cc40edcc",NA,NA,NA
"488faf70-b50b-4749-ac1c-a1fd44e06f11",NA,NA,NA
"a6b20770-ffce-4e51-afd5-d731b2563607",NA,NA,NA
"191e1545-c45e-54a0-a0a3-0b855acaf124",NA,NA,NA
"82859678-df02-4671-9f5f-79d3b202b2b1",NA,NA,NA
"2f6eae42-2dc9-4b4c-adf8-8a69d04f29a7",NA,NA,NA
"3980309b-a943-47ef-a621-71dfad5b6c1e",NA,NA,NA
"d47924e9-8766-4451-a0a1-89e1481275b5",NA,NA,NA
"869e185f-315f-440c-80c5-e1835f5804ab",NA,NA,NA
"221c1c75-4c42-4286-a4ce-ca6c3027b7fe",NA,NA,NA
"95edf34a-c881-475a-869f-0aef5ebed210",NA,NA,NA
"1e823172-c6c2-4434-b284-14e060cf14bc","Knowledge, Perceptions, Awareness and Behaviours Relating to Immunization among First Nations and Inuit  ","federal","Health Canada | Santé Canada"
"eb61d559-150b-451c-9f52-2dd20d1396ea",NA,NA,NA
"ec47874c-185e-4d3e-bf1d-05ed09609385",NA,NA,NA
"e355e57b-9c71-44df-a0c7-ff2061d80199",NA,NA,NA
"599afe03-37fb-4ad9-aeaa-87dfb4ae9810",NA,NA,NA
"725d34b9-59b2-4dc8-8068-0a5a1d770380",NA,NA,NA
"9fb6e6a7-d0cf-44d9-b28e-c502928aa96c",NA,NA,NA
"307fce02-71cf-4902-b485-57a70cfafe2b",NA,NA,NA
"5be50a82-a399-480d-a66a-e26c4f7cb47e",NA,NA,NA
"a1c094d2-50b2-5fcc-aa1e-64d4e8d6d9ad",NA,NA,NA
"57b86ac5-e127-41bc-94b8-14b2d89aed0b","Long-term drinking water advisories affecting First Nations water systems – Progress on the 78 long-term drinking water advisories affecting First Nations as of April 2016, Canada ","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"f698245e-5717-4b64-af4a-c43cf715ddc3",NA,NA,NA
"ec9e2659-1c29-4ddb-87a2-6aced147a990",NA,NA,NA
"cecce75e-8893-11e0-a4d3-6cf049291510",NA,NA,NA
"ced7e3de-8893-11e0-a4ae-6cf049291510",NA,NA,NA
"1850efa0-eadc-4884-acd4-4291d3b5fbfe",NA,NA,NA
"4be163fc-1731-40b9-b7b0-dd0a2bacecc9",NA,NA,NA
"7bcfd3b9-ab3e-4c92-b607-92f09c9839ea",NA,NA,NA
"33177e3d-c746-491f-a0dd-effb92814316",NA,NA,NA
"e8729bae-8893-11e0-a4e3-6cf049291510",NA,NA,NA
"8f706740-c294-4976-8567-97bf6b60af74",NA,NA,NA
"be54680b-ea62-46f3-aaa9-7644ed970aef",NA,NA,NA
"b10f3d90-fdd2-4177-b390-d635d0f12b11",NA,NA,NA
"b513b9f2-d14a-4da1-85ac-2ffb327e8fc4",NA,NA,NA
"f49371fd-5886-498a-a014-6ada5489f232",NA,NA,NA
"5609d31c-5fba-4ede-9d96-85d1431221de",NA,NA,NA
"7d68ea12-dd83-46dc-a5b0-d5f96450f898",NA,NA,NA
"ac3eac86-6d82-4022-b5b6-a9dbef21b906",NA,NA,NA
"defa0b8d-bb97-493f-ae13-93b0257ebe96",NA,NA,NA
"439c6c46-b602-4b01-9f21-e04bf55d7b93","National Anti-Drug Strategy (NADS) Ad Recall and Tracking Survey of Youth  ","federal","Health Canada | Santé Canada"
"288b6dc4-16dc-43cc-80a4-2a45b1f93383",NA,NA,NA
"66566638-328b-4df2-9ab7-dffe34e5b17c",NA,NA,NA
"f1726416-8868-4846-b9f5-ffb6cf919985",NA,NA,NA
"ebe167c4-fa78-4617-8688-0c85a85b5583",NA,NA,NA
"3e017fe5-592b-4285-847c-fc28242fe357",NA,NA,NA
"e45a4d33-5869-4524-ad56-bf4161e2cbaa",NA,NA,NA
"e75321f0-8893-11e0-b399-6cf049291510",NA,NA,NA
"980a2a50-7838-48c5-851d-fdb8e56a93f9",NA,NA,NA
"33edc5d3-b279-4405-b912-172511965390",NA,NA,NA
"3d282116-e556-400c-9306-ca1a3cada77f",NA,NA,NA
"ee9ee66d-dda9-4a49-9a41-b97ebaae137a",NA,NA,NA
"e91f566e-8893-11e0-b654-6cf049291510",NA,NA,NA
"e9287e30-8893-11e0-981f-6cf049291510",NA,NA,NA
"ed8aa69f-8580-4c10-a8d9-eb2dea487d96",NA,NA,NA
"51ed1d2d-7f9a-4ebe-a281-5439066e8524",NA,NA,NA
"d3a63d02-9ef5-41f0-ab63-4cc3b232e845",NA,NA,NA
"07bca79f-3dd4-46e7-ade5-96c0abe6c45b",NA,NA,NA
"b75f732b-5ae4-5f53-9ce3-ab7ed8f3851e",NA,NA,NA
"ec8f17a0-00cb-5b59-a601-68e589d2817f",NA,NA,NA
"0caf0586-fb24-5d67-96d9-585c807b35d4",NA,NA,NA
"180b0e65-d289-4977-aaae-5faf82082d01",NA,NA,NA
"e001c2fc-52a3-409b-b17b-49225bcbc566",NA,NA,NA
"3a7178ab-c2f5-4cba-b868-2c8d7bc17290",NA,NA,NA
"7ac5fe02-308d-4fff-b805-80194f8ddeb4",NA,NA,NA
"82c7eaa7-7078-4d38-a880-25d53f00c579",NA,NA,NA
"d4b3d0e7-b634-43f8-a88d-12122d5e79b3",NA,NA,NA
"74e06f20-8db8-458b-870f-23596728ccc5",NA,NA,NA
"69b19774-ca29-488f-a093-c8089265b75f","Perceptions of Drinking Water Quality in First Nations Communities and General Population ","federal","Health Canada | Santé Canada"
"fca3a8b2-bc4f-45df-b1f3-75d20e9ef6d7",NA,NA,NA
"6d0605c7-6641-5202-a016-c22317339c42",NA,NA,NA
"7ee18486-b079-41b1-997b-fdeb416b541a",NA,NA,NA
"52d45645-007c-4ec0-8c14-a32762e18be6",NA,NA,NA
"4b588729-e690-4f01-a573-d8a4e8eb3b2c",NA,NA,NA
"96e248e8-f422-5d69-a085-cce12b04e11a",NA,NA,NA
"421c794f-0fbd-572e-8813-d72d4b40b468",NA,NA,NA
"5268e168-32b7-5091-a1fa-778483183f5e",NA,NA,NA
"800aa77e-2ff5-5dbf-8286-f77ad711d820",NA,NA,NA
"8b8e6865-e080-5373-8359-fd07e35f6c7b",NA,NA,NA
"dba88a39-09fd-4ab7-b3c8-57f979db51b8",NA,NA,NA
"162e10ee-e930-4f48-a734-3060db3296f5",NA,NA,NA
"de51fcc0-8893-11e0-a5f8-6cf049291510",NA,NA,NA
"a2093d3a-7597-456a-bacf-c6a7f319ddcb",NA,NA,NA
"2fe6b7f1-fbfe-4aaf-808f-b977d40d44db",NA,NA,NA
"8660a04d-bd2b-430b-8c55-ac5d26cb200d",NA,NA,NA
"de982a11-af93-5fb2-8231-419aafd34e56",NA,NA,NA
"a0acfce7-52ba-599a-9870-1cfccd9dae03",NA,NA,NA
"0bbd8906-0a0d-46a2-b125-08ea1045acfc",NA,NA,NA
"a0d7acf0-e250-57ee-8802-ac8c3a7df986",NA,NA,NA
"3ed88b2e-26cb-4ab9-9cb4-995514410a24",NA,NA,NA
"dc0a297c-8496-5a14-a992-12d13f92bb6f",NA,NA,NA
"64efbc67-17ea-4005-a8ad-03cccdc4b571",NA,NA,NA
"1e589488-6a2d-50db-98b7-a97a009215e5",NA,NA,NA
"ef885ab6-e7b4-5c9c-960d-0d00261c19e4",NA,NA,NA
"b0e89f65-b652-43be-b6c5-1b21d8bb9999",NA,NA,NA
"20995c03-3b5a-46ec-bff5-2670deb9f085",NA,NA,NA
"e987adc2-7128-477a-b964-56b438ba8193",NA,NA,NA
"24eacf7b-8b0f-4f1e-a249-a33d0924b215",NA,NA,NA
"35f51272-335c-493e-a28c-3e8dd2567808",NA,NA,NA
"a6bdaba4-4592-4937-b70a-ae686da87d55",NA,NA,NA
"a4d4f858-cc04-57c7-ad59-75de5e90f5cd",NA,NA,NA
"e0669277-98f2-55d4-b085-c1d6abd2213f",NA,NA,NA
"35e4c5ca-d91f-5091-aaf7-10630f6b4c91",NA,NA,NA
"c3313d3c-7212-4f71-b0cc-77f4a4c17df8",NA,NA,NA
"869fdd40-6e68-53db-80b8-a1a6b7343ce1",NA,NA,NA
"1d11dbb2-c8cb-41d9-af80-7d11dd48b453",NA,NA,NA
"fe4dfec6-04c6-4188-9c9a-be597554dc3a",NA,NA,NA
"0759d684-5a6a-5a7b-9b7d-e09e7dbe1f9a",NA,NA,NA
"b03087e2-bac8-4360-a20f-643582817039",NA,NA,NA
"2bb0730b-d740-41dd-a5b7-0f0e9f8f2985",NA,NA,NA
"6550abd9-89ce-4bf5-a5db-b66a9f8c749c",NA,NA,NA
"a633cf5e-f3ca-5262-bb89-150c6a3e76e1",NA,NA,NA
"62155d6f-9167-4972-b77c-b90734b628dc",NA,NA,NA
"a2c4bdd0-d79c-5395-a857-2a06b4dd717c",NA,NA,NA
"ff00b329-fb66-41bd-bb51-b0fcd82cf7a7",NA,NA,NA
"ff5b9868-fb1b-5af1-bf9e-528fddbf1a11",NA,NA,NA
"85e12096-a9bd-4ae0-899a-5c7f9fc68b9d",NA,NA,NA
"096c7b4c-4726-4b83-961e-c65acc16f2ae",NA,NA,NA
"8cee59b3-da5d-47ce-bc46-a36603efe612",NA,NA,NA
"14d1d693-e5ca-4988-b4d3-e260a3828608",NA,NA,NA
"7aec6d67-85ab-4b3c-a4f7-1ae72284e193",NA,NA,NA
"93e718fb-f9c7-44bb-89cd-09d9a6f0980d",NA,NA,NA
"0eaf158e-9c94-5416-92d1-f5ceae31b99a",NA,NA,NA
"a67f2b8e-0322-4045-aadc-71b72d886526",NA,NA,NA
"8dae0ffd-dbb7-46f7-89eb-efa64b2ce385",NA,NA,NA
"ad27e179-c2dc-41f4-856a-41b44954d129",NA,NA,NA
"1dc40efc-e1ef-4bac-bcbe-3066fd01c904",NA,NA,NA
"bdc81d33-1ab5-4882-9764-8701e8971bb7",NA,NA,NA
"197e8b95-0cf1-4673-bc3a-8c90c3977cf4",NA,NA,NA
"376a78f8-f123-6e73-1b7b-27f21b09d49d",NA,NA,NA
"b3867bf7-f601-46c5-baac-c746f9b99b87",NA,NA,NA
"68eb3779-47fd-4f17-aa73-df283cec4b6a",NA,NA,NA
"06a8f630-dd97-f79e-2965-88a435b949f1",NA,NA,NA
"08ee3a12-656d-473c-b342-f6da9d9f9024",NA,NA,NA
"c804cf4d-5d48-4206-9af8-ae400336c8f7",NA,NA,NA
"b3b036b5-aa07-4005-9764-5bb678209991",NA,NA,NA
"5c0c00de-ad90-479e-835d-aa87ae5c4ed5",NA,NA,NA
"284f6b3f-e1ce-4394-81aa-1a4af9feee56",NA,NA,NA
"a5d68dba-a739-4361-977c-f8ae7c5f816d",NA,NA,NA
"6237af59-13c1-4b41-acd5-a64628462105",NA,NA,NA
"c27ada29-7b94-49d7-a32b-64c2214e3420",NA,NA,NA
"94fd64db-64ee-45bf-9bae-e610b61deb6d",NA,NA,NA
"1e80c5b2-d3fe-46f9-8fd0-c66f80bb9011",NA,NA,NA
"105879a7-a9ce-481b-8d2a-16ce5012e68f",NA,NA,NA
"713d8c08-3ad1-463b-a2fd-6226cd22b7eb",NA,NA,NA
"8b03a7db-abde-4fdd-9c86-61ad85604cf9",NA,NA,NA
"2936dfe1-4ec3-4d02-abd4-c6e2d2741f73",NA,NA,NA
"854bd0ce-3732-4c65-b147-1eb170d98983",NA,NA,NA
"88af35fc-27ee-43b6-bc2f-3c31896fef03",NA,NA,NA
"e149defa-a957-4cd7-a832-2ee2916d0a49",NA,NA,NA
"7e6fdb20-9945-45cb-8c65-7a563b6a85ce",NA,NA,NA
"6d8deb80-4410-4688-b45d-7ff3427284ae",NA,NA,NA
"0bdb2a3e-e9e7-4894-8014-ba20cf4cdccf",NA,NA,NA
"d507dc35-396c-4bb2-aa9b-815e2da0ccd5",NA,NA,NA
"9fddfda5-64bb-4b88-b018-a3053afdc334",NA,NA,NA
"7efd46d0-b5d3-4dff-af80-d376c42aec33",NA,NA,NA
"f6801a62-f954-d3a4-6d3b-403e5e1cf9d4",NA,NA,NA
"790af5ec-5aab-8f30-e6a7-95778079bb72",NA,NA,NA
"eb5ecef4-9cda-0007-8c8a-1d085d2e37f8",NA,NA,NA
"aa89da35-e975-c6d0-dad3-7331f4fc32d7",NA,NA,NA
"26a402be-0653-66c7-528d-31ee639ff598",NA,NA,NA
"400cc341-59fc-a04f-19b7-799c0f0ba5ea",NA,NA,NA
"6c771c3f-57e0-6684-0fb6-e8734f6def50",NA,NA,NA
"34ee681b-d800-5244-0d26-d006a0b3f2ef",NA,NA,NA
"5040ee26-232c-76bf-1e0f-428c7d4057bd",NA,NA,NA
"6951b0e0-700a-02c0-e4ea-932dc08d33ee",NA,NA,NA
"2a16aa81-5996-4eda-bff7-e87663bc064c",NA,NA,NA
"f8e6add1-e956-470d-a19e-6144a6531cbe",NA,NA,NA
"56430543-f816-4a1b-b32b-0ccc2592a0b7",NA,NA,NA
"8d7bf58a-4632-45c3-8201-dbc8403d8e12",NA,NA,NA
"34a7ed11-e356-4bb5-9527-16315b7f6d14",NA,NA,NA
"441b5a83-1650-4e9c-ad44-9164129a715a",NA,NA,NA
"bff49022-4214-4719-b9c4-9fb0f9368212",NA,NA,NA
"5e6596f5-b4ff-e887-fbbe-aaa911bfa645",NA,NA,NA
"c84f23ff-5544-4172-9d97-afaaca132301",NA,NA,NA
"92d70230-34c2-44a9-a61f-cf0721375473",NA,NA,NA
"55a0f2d6-b035-4783-ad5d-1a213fd01ed3",NA,NA,NA
"3b0f3ead-a82e-45eb-b5dd-26ed54c3e561",NA,NA,NA
"a4e2527d-ee6e-403a-b89f-56c3f6911db4",NA,NA,NA
"5c874f2a-1a23-4ea6-b36e-17bf50902e88",NA,NA,NA
"c2ef3c9d-413d-46a1-abe1-111054b285c3",NA,NA,NA
"3be45faf-b60f-4b48-abec-614aa5cd0d7f",NA,NA,NA
"80866b97-927a-4f9e-809d-6cfaf6392f62",NA,NA,NA
"4908a522-524f-461f-b954-96568ade85d4",NA,NA,NA
"2519363e-2ae7-46f7-a2f5-f5b29a5079d9",NA,NA,NA
"60965167-3463-46fa-b8bd-9253f52242ee",NA,NA,NA
"8eb304fc-db50-419e-8140-0f76f4dc2282",NA,NA,NA
"8b53af6d-d6b3-47d8-bbd5-96ef3c5fa254",NA,NA,NA
"2d994dbd-0518-4463-ac52-28bd05129371",NA,NA,NA
"b97a1b40-6486-f372-a6d9-59b9b65feb77",NA,NA,NA
"c01fd1de-d6e9-4345-e8e1-4faced87b209",NA,NA,NA
"11406418-ff83-21c9-04c8-ef6a211d0052",NA,NA,NA
"f3ca4d73-0951-4af4-a9cd-64dae6f6d9f0",NA,NA,NA
"e10f6d04-8eff-4ebc-bd47-37d640c443c5",NA,NA,NA
"463c3da8-68bd-4fd7-b944-fd99028aa797",NA,NA,NA
"306effde-2cf9-4d68-9394-a350e342cac4",NA,NA,NA
"087fb4a8-00f1-5a36-082c-f444989c834a",NA,NA,NA
"b0e03055-2ea7-4689-a99d-3b815a9327c2",NA,NA,NA
"7e151eea-a6c8-44cc-9696-8785a254d954",NA,NA,NA
