"id","title","jurisdiction","organization"
"881a606b-69e0-473f-841d-aec9e2815e58","Air Quality – Peak ambient fine particulate matter concentrations at monitoring stations, Canada","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"18810159-488e-4de4-b5ed-9e4e68d9a874","Air quality – Peak ambient nitrogen dioxide concentrations at monitoring stations, Canada","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"7796058d-507f-4b6d-b169-8c6af60c5916","Air Quality – Peak ambient ozone concentrations at monitoring stations, Canada","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"69801f21-d91c-44af-9097-30a5a3ba2712","Air quality – Peak ambient sulphur dioxide concentrations at monitoring stations, Canada","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"29830cf9-2b41-4d98-bcfb-cd9b8debf5f7","Arctic Coast - Islands Basin Long-term Water Quality Monitoring Data - Canada's North","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"a8a5fba6-7e2c-4b52-91f7-8fa6d8761fac","Assessing the health of wild yellow perch populations from the St. Lawrence River","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"138bb3a5-4821-4531-ba38-0f972f3e905f","Assessing the toxicity of perfluorooctanoic acid (PFOA) to Hyalella azteca and Fathead minnow","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"096bfb36-5dfd-47a5-b24d-2baa2109c893","Assessment of benthic conditions in Jackfish Bay","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"02dc5c3d-da90-465a-8d87-4acf881ad4ba","Assiniboine - Red River Basin Long-term Water Quality Monitoring Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"f258b0c8-7871-4572-b567-1ba2bd55f1b6","Automated Fresh Water Quality Monitoring and Surveillance Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"f54cdfe0-2155-4e04-ba44-58789fad7889","Average annual runoff in Canada, 1971 to 2013","federal","Statistics Canada | Statistique Canada"
"38597231-b9e9-4c82-b1f7-b32a0f5a0d62","Baseline water quality in the Petitot River Basin and surrounding Watersheds","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"a387e623-4490-4283-8b50-538664b5310b","Bay of Quinte Area of Concern","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"5997124e-522d-52de-bc82-8785ddec7476","Bedrock hydrogeology","federal","Natural Resources Canada | Ressources naturelles Canada"
"3bad5ce0-0b16-43ee-be32-78cc2f64843f","Benthic Invertabrates - Ivvavik","federal","Parks Canada | Parcs Canada"
"bd60ee47-f45b-420b-ac44-b8e60c8d1664","Benthic Invertebrate Communities - Forillon","federal","Parks Canada | Parcs Canada"
"2770949b-043c-4073-bc6c-b38b03a5f528","Benthic Invertebrates - Aulavik","federal","Parks Canada | Parcs Canada"
"fcf1837f-47d2-49d7-b4c4-cc11529b43fa","Benthic invertebrates - Kejimkujik","federal","Parks Canada | Parcs Canada"
"9046af59-81c4-4759-8979-f6185af8387d","Benthic Invertebrates - Tuktut ","federal","Parks Canada | Parcs Canada"
"7ee53ca2-8dcd-432f-811e-c651f33055ed","Benthic Invertebrates, Oil Sands Region","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"2d8d5939-9a02-4e27-8b9a-2444989c22d9","Big Creek, Lynn River, and Nanticoke Creek 2008 Water Quality Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"67292d21-2119-4c86-b8a9-0897bd36568b","Bioaccumulation of pharmaceuticals and personal care product chemicals in fish exposed to wastewater effluent in an urban wetland","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"8b498a37-dde3-4306-ad18-f96a812b1b99","Bog Dynamics - Kouchibouguac","federal","Parks Canada | Parcs Canada"
"eeaf1efa-d124-4ddc-b1fc-66ae8fd52482","Boil water advisories","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"062bc4bf-604e-442c-917b-19513c9382b6","Brook trout - Kejimkujik","federal","Parks Canada | Parcs Canada"
"40e01423-7728-429c-ac9d-2954385ccdfb","Bulk data files for all years – releases, disposals, transfers and facility locations","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"f47af768-99d7-419f-869b-85f0bfbce2a4","CABIN - Benthic Invertebrates - Kouchibouguac","federal","Parks Canada | Parcs Canada"
"13564ca4-e330-40a5-9521-bfb1be767147","CABIN Canadian Aquatic Biomonitoring Network","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"83f43897-3b37-414e-a066-1bff3dd68ad3","Canada's freshwater quality in a global context – Water quality rankings of selected industrialized countries according to the 2010 Environmental Performance Index","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"5894725f-b674-4896-9e8f-c62101c815dc","Canadian Great Lakes Baseline Coastal Habitat Survey","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"d3881c4c-650d-4070-bf9b-1e00aabf0a1d","Canadian Hydrographic Service Non-Navigational (NONNA) Bathymetric Data","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"ab57cc97-4a1f-4682-a15a-087007476ad6","Canadian Lake Erie Nutrient Load Estimates","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"c5b58ccd-0011-4a80-8f24-034c86cbc14d","Canadian River Ice Database","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"751eacdf-10e1-4a47-b41c-048e21a46da2","CCDR: Volume 46-7/8 -July 2020: Mandatory childhood immunization programs","federal","Public Health Agency of Canada | Agence de la santé publique du Canada"
"2364749d-70a0-4874-956d-a636401ac5a6","CGDI Analysis Ready Data Service Kits","federal","Natural Resources Canada | Ressources naturelles Canada"
"fbc35e3e-6eac-437d-8611-b9ff7221a972","Chronic exposure to imidacloprid, clothianidin, and thiamethoxam mixtures and toxicity in Chironomus dilutus","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"07130132-6c8e-4efe-a698-e882fe0550dc","Churchill River Basin Long-term Water Quality Monitoring Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"5f00bf6a-b068-4f88-a32b-d7a82790a629","Clean Air Regulatory Agenda Freshwater Inventory and Surveillance of Mercury (CARA FISHg)","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"2a55313f-26fc-4872-9a57-2a7bf2a4cc38","Clear Lake Water Quality - Riding Mountain","federal","Parks Canada | Parcs Canada"
"47f10264-1b59-4034-9679-3cb74f7527c7","Coastal biodiversity of the benthic epifauna of the St. Lawrence Estuary (2018-2019)","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"ba8f8a4a-3c4f-4cd5-b1f9-7e4dd8c21f28","Coastal Wetland Water Quality - Fathom Five","federal","Parks Canada | Parcs Canada"
"c2adcb27-6d7e-4e97-b546-b8ee3d586aa4","Columbia River Basin Long-term Water Quality Monitoring Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"0d206ba7-1d8a-4480-b735-301dcd5c2483","Combined Sewer Overflow points - Wastewater Systems Effluent Regulations","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"f182f1f8-9c9b-49e5-8702-9dd37093a768","Combined Sewer Overflow volumes from wastewater systems subject to the Wastewater Systems Effluent Regulations","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"5fcb2423-b384-447a-a52c-7f880f1b9b79","Compliance with the Wastewater Systems Effluent Regulations effluent quality standards","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"1d491fbe-35a0-4331-a19e-1cee16bd7739","Concentrations of perfluoroalkyl substances (PFAS) sampled in water and snow for Lake Hazen, Nunavut Canada","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"18f71c8f-09a3-4d91-bd74-481d17260492","Contaminants in fish database","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"9fdbe8a3-e5f6-465c-a626-d8f02febb92f","Contaminants in St. Clair River AOC Yellow Perch and Shorthead Redhorse","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"6550ecc3-fbe7-4f93-8bd5-2b27ad19a2a4","Count of Mean Weekly Best-Quality Maximum-NDVI","federal","Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada"
"aa426a7e-cf6b-4161-b84d-745820afe139","Cumulative effects of disturbances on soil nutrients: predominance of antagonistic short-term responses to the salvage logging of insect-killed stands","federal","Natural Resources Canada | Ressources naturelles Canada"
"10a909fb-dc0d-4e4c-8c6f-f8de47ce13a1","Daily Discharge: Turkey Lakes Watershed Study","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"bec50d28-42b3-4475-9a22-8ae6f1a9e653","Deltaic Ecosystem Health, Oil Sands Region","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"43830fa2-a2ee-4cf9-a3fd-364295017b9f","Detroit River Area of Concern","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"d248b5be-5887-4cfb-942f-d425d82e6ea9","Digital Topographic Raster Maps, 1944-2012","federal","Natural Resources Canada | Ressources naturelles Canada"
"62d63169-7739-4515-9178-8f628c32a9d4","Distribution of peatlands in Canada using National Forest Inventory forest structure and ancillary land cover data (2011)","federal","Natural Resources Canada | Ressources naturelles Canada"
"207f9095-2471-4514-97f5-3b031cd3171f","Drinking Water and Your Health","federal","Health Canada | Santé Canada"
"a31ae849-5ae9-4aaa-92e4-5c0c30689722","Drinking water guidelines","federal","Health Canada | Santé Canada"
"4a1b8ea3-78cd-49f2-a7eb-e4287e5d2398","Drinking water quality in Canada","federal","Health Canada | Santé Canada"
"f8224973-8302-4638-bf00-40527a5b059d","Drinking water screening value for diuron","federal","Health Canada | Santé Canada"
"34eeff29-762e-4b0b-8dd9-874fd3ba6944","Duck Lake Geolysimeter Precipitation Intercomparison","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"2c51ad60-d6fa-4d61-a998-1968d3a4409b","EcoAction Map of Funded Projects","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"452342cd-409b-4963-8bb6-162bb1d4fee4","Eelgrass extent - Kejimkujik","federal","Parks Canada | Parcs Canada"
"8ad8acec-6f22-4950-a004-2f3ddd920507","Emissions from Tailings Ponds to the Atmosphere, Oil Sands Region","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"417ab00e-070f-4647-81f8-434048eab3cb","Estuarine Index of Biotic Integrity - Kouchibouguac","federal","Parks Canada | Parcs Canada"
"2d35d7d5-6858-402d-91fd-83cba0651097","Expanded Geographic Extent, Oil Sands Region","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"4d2bdd53-dd12-4445-88a8-786b19e3a12f","Extreme Rain Event Sampling in the Bay of Quinte","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"04f5b200-bab1-4ecf-bd1a-0cd2f55cb34d","Federal Whales Initiative – Freshwater and sediment data (Pacific Region)","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"8dcbfefb-3ad1-4b0b-a591-f54d246a4156","Field Exposure and Effects-Air Emissions-PAHs, Oil Sands Region","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"542ee3de-e1d8-4a46-9487-7fc7c6f5be21","Fish Health Metrics for Hamilton Harbour Area of Concern Brown bullhead ","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"b8d9fae2-dc41-48d6-b2c0-c7316bebacdf","Fish health metrics for Niagara River AOC Brown bullhead and Yellow perch","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"3e3c6067-a8e8-4522-9157-f99e83d22baa","Fish health metrics for St. Clair River AOC Shorthead redhorse and Golden redhorse","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"a1d3de5a-2124-4198-9d39-0511317f6057","Fish Health Metrics for Thunder Bay AOC White Sucker","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"44338684-33d8-427a-b304-d87a95032457","Fish Health Metrics for Toronto and Region Area of Concern Brown bullhead","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"afcffe3c-787b-4a26-8fda-fd59039d38f3","Fish health status of Wheatley Harbour AOC Brown bullhead and Goldfish","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"911c6947-79d1-4b1a-a42d-94e19253f3af","Fish Health Toxicology Contaminants, Oil Sands Region","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"58be6932-8f3f-459d-9ace-8b7efd1b15dc","Fishery resources and habitats in a headwater lake of the Brock River, Northwest Territories - Fisheries data","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"996ae476-109c-4baf-b820-0563541618d4","Fishery resources and habitats in a headwater lake of the Brock River, Northwest Territories -water quality data.","federal","Fisheries and Oceans Canada | Pêches et Océans Canada"
"2322be65-fe1a-4f38-8f64-c92c222da168","Flood cleanup: keep in mind indoor air quality","federal","Health Canada | Santé Canada"
"74144824-206e-4cea-9fb9-72925a128189","Floods in Canada - Archive","federal","Natural Resources Canada | Ressources naturelles Canada"
"b1afd8d2-6e14-4ec4-9a09-652221a6cb71","Floods in Canada - Current Year","federal","Natural Resources Canada | Ressources naturelles Canada"
"c0f26195-c452-4432-ae43-669807dac505","Forest Salamander Abundance - Cape Breton Highlands","federal","Parks Canada | Parcs Canada"
"9ec91c92-22f8-4520-8b2c-0f1cce663e18","Fraser River Basin Long-term Water Quality Monitoring  1979-Present ","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"1e0e8033-3113-4297-a813-13ec6f239039","Fraser River Long-term Water Quality Monitoring Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"856b9876-58f2-4629-b1a5-a43cc934a49c","Fresh Water Quality - Pacific Rim","federal","Parks Canada | Parcs Canada"
"1097b878-12c7-48c1-8acb-3167f0bf6432","Freshwater Inventory and Surveillance of Mercury: Fish Biological and Chemical Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"0af54117-bb0b-4e86-8f3f-2f277158e071","Freshwater Inventory and Surveillance of Mercury: Sediment Quality Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"aa45f4f3-cbf9-4f28-b108-abf656776e25","Freshwater Inventory and Surveillance of Mercury: Water Quality Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"831e19c6-edb1-46bf-9df9-31e6052a66ce","Freshwater Quality Surveillance Data – Pacific Basin","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"82927831-131a-433e-af26-745b9930cd65","Great Lakes Areas of Concern Monitoring and Surveillance Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"5d8548c5-e284-4e85-aed4-c22536de615a","Great Lakes Basin (GLB) Monitoring and Surveillance","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"8eecfdf5-4fbc-43ec-a504-7e4ee41572eb","Great Lakes Basin Integrated Nutrient Dataset (2000-2019)","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"90e5f624-520a-4bd9-bedb-79b03c516a4d","Great Lakes Connecting Channels Monitoring and Surveillance Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"e4fdb62d-1477-4596-a863-1e405ad025c8","Great Lakes Fish Contaminants Monitoring and Surveillance Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"e6c795b6-32fe-42b7-acf7-836e216c05d6","Great Lakes Nearshore Waters Assessment","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"67393512-584f-442b-ae9c-52be0f2aede1","Great Lakes Sediment Archive Database (1960-1975)","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"7ab959e7-f9cd-4d50-8c5a-0c98013c2f79","Great Lakes Sediment Monitoring and Surveillance Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"4497ebe5-f45e-4b13-9e98-e9edd016fc66","Great Lakes Water Quality Monitoring and Aquatic Ecosystem Health Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"cfdafa0c-a644-47cc-ad54-460304facf2e","Great Lakes Water Quality Monitoring and Surveillance Data","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"55f7a3b8-d6e8-4c9a-8806-e2db21c55273","Groundwater contributions to surface water in the Assiniboine Delta Aquifer (ADA): A water quantity and quality perspective","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"496ff9b7-b7d1-5b90-95ae-8aafb1af90ec","Groundwater observation wells","federal","Natural Resources Canada | Ressources naturelles Canada"
"9e2eebb1-d31a-4cc0-9434-fa5fe2c90684","Groundwater Quality - Oil Sands Region","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"e7f0fcb5-72aa-48fa-9589-ca8d920beb9f","Groundwater Study: Turkey Lakes Watershed Study","federal","Environment and Climate Change Canada | Environnement et Changement climatique Canada"
"fac3eb32-4d50-4b5a-8be4-4da86a3f862d","Guidance for Evaluating Human Health Impacts in Environmental Assessment: Water Quality","federal","Health Canada | Santé Canada"
"469a09ff-d23d-4f9d-add6-2c4c1754d553","Guidelines for Canadian drinking water quality - Guideline technical document: Copper","federal","Health Canada | Santé Canada"
"08d43d17-e947-4c7b-899b-10b6c62be004","Guidelines for Canadian drinking water quality - Guideline technical document: Copper","federal","Health Canada | Santé Canada"
"31f703d1-6b52-4628-9ee4-4f1ff9ab3b70","Guidelines for Canadian Drinking Water Quality - Summary Table","federal","Health Canada | Santé Canada"
"5f38d16a-19ca-4629-ba67-8fe88e5149a2","Guidelines for Canadian Drinking Water Quality - Summary Table","federal","Health Canada | Santé Canada"
"ad643ed2-501e-4807-bf72-08af833682fc","Guidelines for Canadian Drinking Water Quality - Summary Tables (Updated version, July 18, 2022)","federal","Health Canada | Santé Canada"
"a5dfd49b-3c28-4c88-857b-56c4aef1f659","Guidelines for Canadian Drinking Water Quality Guideline Technical Document - Uranium","federal","Health Canada | Santé Canada"
"0c35c154-ca40-4d78-a507-4f61060b3ed6","Guidelines for Canadian Drinking Water Quality Guideline Technical Document - Uranium","federal","Health Canada | Santé Canada"
"5cb68362-3d7c-4058-b6a2-194e45d033ab","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - 1,4-Dioxane","federal","Health Canada | Santé Canada"
"0e9c8855-37f6-4d8b-b22e-b8c1502dd86e","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - 1,4-Dioxane","federal","Health Canada | Santé Canada"
"cebe0f25-3115-4525-9fe0-9fffbacd8377","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Bromate","federal","Health Canada | Santé Canada"
"5ffc8a98-aa5d-4225-9214-077f6f3a3d45","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Bromate","federal","Health Canada | Santé Canada"
"4775665d-3704-4ea3-a5d6-af417350af94","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Bromoxynil","federal","Health Canada | Santé Canada"
"9e525e52-ad67-41cf-9f88-1c47a9eb39f8","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Bromoxynil","federal","Health Canada | Santé Canada"
"c68796ed-d292-48b7-b435-a562542b4661","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Enteric Protozoa: Giardia and Cryptosporidium","federal","Health Canada | Santé Canada"
"d8acfe43-6794-4ada-84a5-bfd8cce13459","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Enteric Viruses - Equation 1","federal","Health Canada | Santé Canada"
"36983e86-e3e7-470d-97e5-1f1065840ceb","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Enteric Viruses - Equation 2","federal","Health Canada | Santé Canada"
"be1346ad-2574-4a87-a4f4-d556751083cb","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Enteric Viruses - Equation 3","federal","Health Canada | Santé Canada"
"d5ba1f3f-e9e5-45fb-85ca-1e5dd75afb32","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Enteric Viruses - Equation 4","federal","Health Canada | Santé Canada"
"765308be-1e55-41cf-a2a6-df9345ccd7ba","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document - Enteric Viruses - Equation 5","federal","Health Canada | Santé Canada"
"50619e41-9ad4-4c35-9afb-e07d1f70980d","Guidelines for Canadian Drinking Water Quality: Guideline technical document - Strontium","federal","Health Canada | Santé Canada"
"766c7d6a-98e0-49a1-916c-6ec06cbeac0c","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – 1,1-Dichloroethylene","federal","Health Canada | Santé Canada"
"275e13f3-5da0-4cd6-a3c4-254c4dc2a26a","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – 1,2–Dichloroethane","federal","Health Canada | Santé Canada"
"03a41247-1a30-4c90-a356-c9da77e5af49","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – 2,4–Dichlorophenoxyacetic Acid","federal","Health Canada | Santé Canada"
"3a0436b6-57fa-4f0e-ab5a-cacc8909c63a","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – 4-Chloro-2-methylphenoxyacetic Acid (MCPA) ","federal","Health Canada | Santé Canada"
"e8cf2cff-b6ba-48b0-8d7b-7053f8f4649c","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Aluminum","federal","Health Canada | Santé Canada"
"378d1a98-bc2e-4d62-a526-6f80d5d13ae2","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Aluminum","federal","Health Canada | Santé Canada"
"d6e923af-a23d-489d-ba9c-75e34934664c","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Ammonia","federal","Health Canada | Santé Canada"
"f821981f-cd35-4e32-8b57-614eaf7c8df3","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Ammonia","federal","Health Canada | Santé Canada"
"0d20ca72-543a-4536-b320-bad56340d036","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Antimony","federal","Health Canada | Santé Canada"
"cb59f96b-90b0-4388-98f4-c88a22be4a2c","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Antimony","federal","Health Canada | Santé Canada"
"0689fdea-0f00-4f8a-a0e1-69d876d323fc","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Arsenic","federal","Health Canada | Santé Canada"
"dd40dbc0-1b5f-4b36-be1a-9f8471fd5fd2","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Asbestos","federal","Health Canada | Santé Canada"
"82950ead-bdf5-4a76-8a81-8e5767e9fc78","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Asbestos","federal","Health Canada | Santé Canada"
"7285eb26-5f03-44be-9520-735e36686a90","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Atrazine","federal","Health Canada | Santé Canada"
"12f7d700-9f50-4727-ac94-9b03f4a69c78","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Atrazine","federal","Health Canada | Santé Canada"
"b94e3655-40c2-4653-8d34-ea7ea96be7ee","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Azinphos–methyl","federal","Health Canada | Santé Canada"
"76586d64-baf5-4cb3-a775-4692af658217","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Azinphos–methyl","federal","Health Canada | Santé Canada"
"281587f6-9eee-4ca2-8901-a614f5a2775a","Guidelines for Canadian Drinking Water Quality: Guideline Technical Document – Barium","federal","Health Canada | Santé Canada"
